Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Team Success (xG) On-Off,Matches
1679,Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,23,1998,1,90,90,2.6,1.0,1,90,1,0,0,28,1.0,4,4,0,0.0,-0.76,4.0,1.8,2.2,2.17,1.64,Matches
1680,Lloyd Kelly,ENG,DF,Bournemouth,Premier League,23,1998,23,2040,89,59.6,22.7,23,89,22,0,0,0,1.13,19,38,-19,-0.84,0.14,22.2,36.2,-14.1,-0.62,0.11,Matches
1681,Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,17,2004,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1682,Marc-Oliver Kempf,GER,DF,Hertha BSC,Bundesliga,27,1995,31,2709,87,88.5,30.1,31,87,27,0,0,0,0.9,40,62,-22,-0.73,0.55,37.0,52.2,-15.2,-0.5,0.87,Matches
1683,Kenedy,BRA,"FW,DF",Valladolid,La Liga,26,1996,12,275,23,8.0,3.1,2,43,0,10,19,5,0.5,2,9,-7,-2.29,-1.63,4.1,7.6,-3.4,-1.13,-0.47,Matches
1684,Jonjoe Kenny,ENG,DF,Hertha BSC,Bundesliga,25,1997,29,2244,77,73.3,24.9,25,87,22,4,18,4,0.9,29,44,-15,-0.6,0.72,27.3,45.5,-18.2,-0.73,-0.47,Matches
1685,Dimitrios Keramitsis,GRE,DF,Roma,Serie A,18,2004,0,0,0,0.0,0.0,0,0,0,0,0,9,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1686,Franck Kessié,CIV,MF,Barcelona,La Liga,25,1996,28,990,35,28.9,11.0,7,66,1,21,25,7,2.14,16,7,9,0.82,-0.7,18.3,12.1,6.2,0.57,-0.77,Matches
1687,Saîf-Eddine Khaoui,TUN,MF,Clermont Foot,Ligue 1,27,1995,34,2027,60,59.3,22.5,23,79,5,11,20,1,1.56,23,25,-2,-0.09,0.04,26.6,33.0,-6.4,-0.28,0.0,Matches
1688,Wahbi Khazri,TUN,"FW,MF",Montpellier,Ligue 1,31,1991,27,1635,61,47.8,18.2,20,72,5,7,29,2,1.33,30,28,2,0.11,0.06,23.6,28.1,-4.4,-0.24,0.03,Matches
1689,Rani Khedira,GER,MF,Union Berlin,Bundesliga,28,1994,33,2882,87,94.2,32.0,33,87,28,0,0,0,1.88,49,32,17,0.53,2.55,34.4,39.5,-5.1,-0.16,-0.37,Matches
1690,Anthony Khelifa,FRA,DF,Ajaccio,Ligue 1,16,2005,2,10,5,0.3,0.1,0,0,0,2,5,8,0.0,0,1,-1,-9.0,-7.68,0.1,0.1,0.0,-0.42,0.05,Matches
1691,Kiké,ESP,FW,Osasuna,La Liga,32,1989,35,1021,29,29.9,11.3,7,78,2,28,17,2,1.26,8,18,-10,-0.88,-1.07,12.3,17.6,-5.4,-0.47,-0.44,Matches
1692,Kikín,ESP,DF,Cádiz,La Liga,19,2003,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1693,Luca Kilian,GER,DF,Köln,Bundesliga,22,1999,16,1123,70,36.7,12.5,13,84,11,3,9,6,1.5,21,24,-3,-0.24,-0.15,20.3,18.3,2.0,0.16,0.01,Matches
1694,Max Kilman,ENG,DF,Wolves,Premier League,25,1997,37,3307,89,96.7,36.7,37,89,36,0,0,1,1.08,30,56,-26,-0.71,0.09,35.1,57.1,-22.0,-0.6,0.26,Matches
1695,Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,27,1995,33,2809,85,91.8,31.2,32,86,27,1,45,0,2.06,85,36,49,1.57,-0.22,68.4,35.1,33.3,1.07,-0.55,Matches
1696,Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,26,1995,11,730,66,21.3,8.1,9,78,7,2,14,0,2.55,30,9,21,2.59,1.65,21.6,9.6,12.0,1.49,0.89,Matches
1697,Jakub Kiwior,POL,DF,Arsenal,Premier League,22,2000,7,427,61,12.5,4.7,5,82,3,2,8,11,1.86,10,6,4,0.84,-0.39,6.6,6.5,0.1,0.02,-0.87,Matches
1698,Jakub Kiwior,POL,DF,Spezia,Serie A,22,2000,17,1443,85,42.2,16.0,17,85,13,0,0,1,0.88,16,27,-11,-0.69,0.22,15.3,26.6,-11.3,-0.71,-0.4,Matches
1699,Simon Kjær,DEN,DF,Milan,Serie A,33,1989,17,1007,59,29.4,11.2,12,74,4,5,24,16,1.82,12,7,5,0.45,-0.15,13.0,12.3,0.7,0.06,-0.58,Matches
1700,Kristoffer Klaesson,NOR,GK,Leeds United,Premier League,21,2000,0,0,0,0.0,0.0,0,0,0,0,0,11,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1701,Daniel Klein,GER,GK,Augsburg,Bundesliga,21,2001,0,0,0,0.0,0.0,0,0,0,0,0,19,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1702,Pascal Klemens,GER,DF,Hertha BSC,Bundesliga,17,2005,1,90,90,2.9,1.0,1,90,1,0,0,4,3.0,2,1,1,1.0,1.85,2.1,3.4,-1.3,-1.33,-0.75,Matches
1703,Mateusz Klich,POL,"MF,FW",Leeds United,Premier League,32,1990,14,280,20,8.2,3.1,0,0,0,14,20,2,0.79,5,5,0,0.0,0.86,6.3,4.5,1.8,0.57,1.19,Matches
1704,Mateo Klimowicz,GER,MF,Stuttgart,Bundesliga,22,2000,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1705,Niklas Klinger,GER,GK,Wolfsburg,Bundesliga,26,1995,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1706,Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,26,1996,15,907,60,29.6,10.1,10,86,8,5,9,6,2.0,14,9,5,0.5,-0.26,17.3,8.7,8.6,0.86,0.15,Matches
1707,Justin Kluivert,NED,"FW,MF",Valencia,La Liga,23,1999,26,1447,56,42.3,16.1,15,78,3,11,25,1,1.0,22,21,1,0.06,0.24,26.6,19.0,7.6,0.47,0.55,Matches
1708,Ansgar Knauff,GER,DF,Eint Frankfurt,Bundesliga,20,2002,24,1286,54,42.0,14.3,14,72,5,10,28,6,1.38,20,26,-6,-0.42,-1.03,16.6,21.1,-4.4,-0.31,-0.97,Matches
1709,Ben Knight,ENG,MF,Manchester City,Premier League,20,2002,0,0,0,0.0,0.0,0,0,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1710,Robin Knoche,GER,DF,Union Berlin,Bundesliga,30,1992,32,2873,90,93.9,31.9,32,90,31,0,0,1,1.94,49,32,17,0.53,2.46,35.0,39.1,-4.2,-0.13,0.14,Matches
1711,Matthias Köbbing,GER,GK,Köln,Bundesliga,25,1997,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1712,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,24,1997,27,2430,90,79.4,27.0,27,90,27,0,0,2,2.22,68,32,36,1.33,0.9,58.2,33.3,24.9,0.92,0.49,Matches
1713,Robin Koch,GER,DF,Leeds United,Premier League,26,1996,36,3175,88,92.8,35.3,36,88,33,0,0,1,0.86,46,74,-28,-0.79,-0.06,45.0,63.7,-18.7,-0.53,-0.13,Matches
1714,Samuel Koeberlé,FRA,MF,Reims,Ligue 1,17,2004,1,3,3,0.1,0.0,0,0,0,1,3,14,0.0,0,0,0,0.0,0.0,0.0,0.9,-0.9,-25.83,-26.09,Matches
1715,Leon Köhl,GER,MF,Leverkusen,Bundesliga,18,2004,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1716,Rudy Kohon,FRA,DF,Troyes,Ligue 1,18,2004,1,64,64,1.9,0.7,0,0,0,1,64,4,0.0,0,2,-2,-2.81,-1.9,0.1,0.9,-0.8,-1.19,-0.17,Matches
1717,Dominik Kohr,GER,MF,Mainz 05,Bundesliga,28,1994,30,2292,76,74.9,25.5,27,83,21,3,18,1,1.43,39,38,1,0.04,0.27,34.8,39.1,-4.3,-0.17,0.09,Matches
1718,Koba Koindredi,FRA,MF,Valencia,La Liga,20,2001,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1719,Koke,ESP,MF,Atlético Madrid,La Liga,30,1992,33,2545,77,74.4,28.3,30,82,12,3,26,1,2.18,53,24,29,1.03,0.2,46.7,28.5,18.2,0.64,0.36,Matches
1720,Sead Kolašinac,BIH,DF,Marseille,Ligue 1,29,1993,33,2214,67,64.7,24.6,26,80,14,7,19,0,1.94,49,22,27,1.1,1.1,45.7,24.8,20.9,0.85,0.7,Matches
1721,Luca Koleosho,ITA,"FW,DF",Espanyol,La Liga,17,2004,4,59,15,1.7,0.7,0,0,0,4,15,6,0.5,3,1,2,3.05,3.56,1.9,1.2,0.8,1.19,1.52,Matches
1722,Randal Kolo Muani,FRA,FW,Eint Frankfurt,Bundesliga,23,1998,32,2631,82,86.0,29.2,31,83,14,1,45,0,1.53,51,39,12,0.41,1.67,45.4,35.1,10.3,0.35,0.71,Matches
1723,Timothée Kolodziejczak,FRA,DF,Schalke 04,Bundesliga,30,1991,1,25,25,0.8,0.3,0,0,0,1,25,3,0.0,0,0,0,0.0,1.07,0.0,0.6,-0.6,-2.13,-1.62,Matches
1724,Mert Kömür,GER,MF,Augsburg,Bundesliga,17,2005,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1725,Cheick Konaté,CIV,DF,Clermont Foot,Ligue 1,18,2004,9,572,64,16.7,6.4,6,86,5,3,20,7,1.78,5,10,-5,-0.79,-0.82,8.2,11.3,-3.1,-0.49,-0.25,Matches
1726,Ibrahima Konaté,FRA,DF,Liverpool,Premier League,23,1999,18,1552,86,45.4,17.2,17,90,17,1,22,3,1.72,34,22,12,0.7,-0.08,31.9,23.3,8.6,0.5,-0.13,Matches
1727,Geoffrey Kondogbia,CTA,MF,Atlético Madrid,La Liga,29,1993,20,1006,50,29.4,11.2,10,82,6,10,19,13,2.1,15,11,4,0.36,-0.87,14.6,12.7,1.8,0.16,-0.55,Matches
1728,Ibrahima Koné,MLI,FW,Lorient,Ligue 1,23,1999,37,1577,43,46.1,17.5,15,76,5,22,20,1,1.46,24,23,1,0.06,0.15,19.0,25.1,-6.2,-0.35,0.01,Matches
1729,Kouadio Koné,FRA,MF,M'Gladbach,Bundesliga,21,2001,30,2608,87,85.2,29.0,30,87,18,0,0,0,1.23,41,49,-8,-0.28,-1.27,43.0,45.3,-2.4,-0.08,-0.29,Matches
1730,Youssouf Koné,MLI,DF,Ajaccio,Ligue 1,27,1995,13,916,70,26.8,10.2,12,76,6,1,1,4,0.77,10,15,-5,-0.49,1.16,11.0,12.7,-1.7,-0.16,0.42,Matches
1731,Ezri Konsa,ENG,DF,Aston Villa,Premier League,24,1997,38,3322,87,97.1,36.9,37,90,36,1,1,0,1.61,49,45,4,0.11,-0.81,47.7,51.1,-3.4,-0.09,-1.15,Matches
1732,Teun Koopmeiners,NED,MF,Atalanta,Serie A,24,1998,33,2858,87,83.6,31.8,32,88,29,1,45,0,1.73,57,36,21,0.66,1.14,47.3,33.3,14.0,0.44,0.09,Matches
1733,Emil Kornvig,DEN,MF,Spezia,Serie A,22,2000,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1734,Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,21,2001,24,1523,63,49.8,16.9,17,83,13,7,15,6,1.75,35,20,15,0.89,1.3,28.8,22.1,6.7,0.4,0.29,Matches
1735,Filip Kostić,SRB,"DF,FW",Juventus,Serie A,29,1992,37,2564,69,75.0,28.5,33,75,12,4,26,1,1.86,38,32,6,0.21,-1.58,38.7,34.4,4.4,0.15,-0.83,Matches
1736,Filip Kostić,SRB,"DF,MF",Eint Frankfurt,Bundesliga,29,1992,1,74,74,2.4,0.8,1,74,0,0,0,0,0.0,1,5,-4,-4.86,-5.17,0.8,3.5,-2.7,-3.35,-3.69,Matches
1737,Ilias Kostis,CYP,DF,Atlético Madrid,La Liga,19,2003,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1738,Christian Kouamé,CIV,FW,Fiorentina,Serie A,24,1997,28,1866,67,54.6,20.7,22,79,10,6,21,10,1.39,27,27,0,0.0,-0.58,30.6,22.0,8.6,0.42,0.24,Matches
1739,Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,25,1996,32,2661,83,77.8,29.6,31,85,22,1,23,5,0.72,38,61,-23,-0.78,0.76,31.2,54.3,-23.1,-0.78,1.09,Matches
1740,Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,29,1992,11,990,90,32.4,11.0,11,90,11,0,0,15,0.64,14,22,-8,-0.73,-0.16,10.5,19.8,-9.4,-0.85,-0.21,Matches
1741,Therence Koudou,FRA,MF,Reims,Ligue 1,17,2004,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1742,Kalidou Koulibaly,SEN,DF,Chelsea,Premier League,31,1991,23,1800,78,52.6,20.0,20,87,17,3,23,6,1.26,20,22,-2,-0.1,0.29,26.8,22.6,4.1,0.21,0.61,Matches
1743,Jules Koundé,FRA,DF,Barcelona,La Liga,23,1998,29,2426,84,70.9,27.0,28,86,24,1,9,2,2.38,51,12,39,1.45,0.45,53.0,21.6,31.4,1.16,0.17,Matches
1744,Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,25,1997,15,1256,84,36.7,14.0,15,84,12,0,0,1,1.8,25,13,12,0.86,1.23,21.8,20.1,1.7,0.12,0.61,Matches
1745,Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,Premier League,32,1989,21,882,42,25.8,9.8,10,68,1,11,18,1,1.05,9,23,-14,-1.43,-0.86,9.3,16.7,-7.4,-0.75,-0.13,Matches
1746,Mateo Kovačić,CRO,MF,Chelsea,Premier League,28,1994,27,1707,63,49.9,19.0,17,82,10,10,32,2,1.15,14,25,-11,-0.58,-0.69,24.7,24.2,0.6,0.03,0.22,Matches
1747,Viktor Kovalenko,UKR,MF,Spezia,Serie A,26,1996,18,548,30,16.0,6.1,7,53,0,11,16,9,0.84,4,10,-6,-0.99,-0.2,5.1,7.6,-2.5,-0.42,0.07,Matches
1748,Matej Kovar,CZE,GK,Manchester Utd,Premier League,22,2000,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1749,Soichiro Kozuki,JPN,"FW,MF",Schalke 04,Bundesliga,21,2000,5,379,76,12.4,4.2,5,76,1,0,0,0,0.6,1,5,-4,-0.95,0.12,4.7,5.3,-0.6,-0.15,0.42,Matches
1750,Emil Krafth,SWE,DF,Newcastle Utd,Premier League,27,1994,1,1,1,0.0,0.0,0,0,0,1,1,0,1.0,0,0,0,0.0,-0.92,0.0,0.1,-0.1,-8.84,-9.7,Matches
1751,Alex Král,CZE,MF,Schalke 04,Bundesliga,24,1998,29,2357,81,77.0,26.2,26,89,23,3,18,3,0.93,27,52,-25,-0.95,0.45,28.7,47.1,-18.4,-0.7,-0.81,Matches
1752,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,31,1991,32,2386,75,78.0,26.5,26,83,15,6,39,1,1.03,39,45,-6,-0.23,0.17,36.5,39.3,-2.8,-0.11,-0.07,Matches
1753,Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,31,1991,29,2222,77,72.6,24.7,27,81,17,2,12,2,1.31,38,39,-1,-0.04,0.17,38.7,37.4,1.3,0.05,0.33,Matches
1754,Dimo Krastev,BUL,MF,Fiorentina,Serie A,19,2003,0,0,0,0.0,0.0,0,0,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1755,Tom Krauß,GER,MF,Schalke 04,Bundesliga,21,2001,32,2514,79,82.2,27.9,31,80,15,1,26,0,0.97,23,52,-29,-1.04,0.12,31.1,43.1,-12.0,-0.43,0.49,Matches
1756,Julian Kristoffersen,NOR,FW,Salernitana,Serie A,25,1997,1,18,18,0.5,0.2,0,0,0,1,18,3,0.0,0,0,0,0.0,0.37,0.1,0.5,-0.4,-2.11,-1.32,Matches
1757,Raimonds Krollis,LVA,"FW,DF",Spezia,Serie A,20,2001,4,36,9,1.1,0.4,0,0,0,4,9,15,0.0,0,1,-1,-2.5,-1.7,0.4,0.9,-0.5,-1.39,-0.93,Matches
1758,Toni Kroos,GER,MF,Real Madrid,La Liga,32,1990,30,2155,72,63.0,23.9,25,82,12,5,22,3,2.0,48,23,25,1.04,0.05,43.8,26.7,17.1,0.71,-0.67,Matches
1759,Rade Krunić,BIH,MF,Milan,Serie A,28,1993,23,1657,72,48.5,18.4,18,83,10,5,34,5,2.13,34,17,17,0.92,0.72,29.3,20.1,9.2,0.5,0.07,Matches
1760,Max Kruse,GER,"MF,FW",Wolfsburg,Bundesliga,34,1988,5,272,54,8.9,3.0,2,90,2,3,31,0,0.4,3,6,-3,-0.99,-1.38,2.8,7.4,-4.6,-1.52,-1.67,Matches
1761,Lukas Kübler,GER,DF,Freiburg,Bundesliga,29,1992,22,1639,75,53.6,18.2,19,83,10,3,22,6,1.82,32,18,14,0.77,1.21,26.5,25.2,1.3,0.07,0.21,Matches
1762,Takefusa Kubo,JPN,"FW,MF",Real Sociedad,La Liga,21,2001,35,2439,70,71.3,27.1,29,77,7,6,34,2,1.91,38,21,17,0.63,0.72,37.2,20.8,16.5,0.61,0.35,Matches
1763,Dejan Kulusevski,SWE,"MF,FW",Tottenham,Premier League,22,2000,30,2067,69,60.4,23.0,23,81,5,7,28,0,1.6,42,40,2,0.09,-0.25,32.8,30.6,2.2,0.09,-0.26,Matches
1764,Sael Kumbedi,FRA,DF,Lyon,Ligue 1,17,2005,20,1320,66,38.6,14.7,14,85,11,6,21,5,1.8,29,17,12,0.82,0.56,23.7,21.8,1.9,0.13,-0.19,Matches
1765,Marash Kumbulla,ALB,DF,Roma,Serie A,22,2000,7,259,37,7.6,2.9,5,48,1,2,9,19,1.57,4,3,1,0.35,0.03,2.5,2.6,-0.1,-0.04,-0.76,Matches
1766,Pierre Kunde,CMR,"MF,FW",Bochum,Bundesliga,27,1995,12,377,31,12.3,4.2,3,81,0,9,15,4,0.83,3,13,-10,-2.39,-1.65,4.2,12.2,-8.0,-1.92,-1.32,Matches
1767,Alou Kuol,AUS,FW,Stuttgart,Bundesliga,21,2000,1,5,5,0.2,0.1,0,0,0,1,5,1,0.0,0,0,0,0.0,0.35,0.0,0.1,-0.1,-1.8,-1.88,Matches
1768,Layvin Kurzawa,FRA,DF,Fulham,Premier League,29,1992,3,135,45,3.9,1.5,2,67,1,1,1,6,0.33,0,4,-4,-2.67,-2.83,1.1,4.4,-3.3,-2.21,-1.81,Matches
1769,Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,21,2001,34,2518,74,73.6,28.0,30,79,8,4,38,0,2.29,58,21,37,1.32,0.13,49.9,23.1,26.8,0.96,0.34,Matches
1770,Robert Kwasigroch,GER,GK,Hertha BSC,Bundesliga,18,2004,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1771,Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,26,1995,37,2232,60,65.3,24.8,26,77,5,11,22,0,1.59,33,27,6,0.24,1.0,35.0,31.9,3.1,0.13,1.18,Matches
1772,Daniel Kyereh,GHA,"MF,FW",Freiburg,Bundesliga,26,1996,12,559,47,18.3,6.2,7,72,0,5,11,2,1.58,7,11,-4,-0.64,-1.04,9.0,7.6,1.4,0.23,0.31,Matches
1773,Giorgos Kyriakopoulos,GRE,"DF,FW",Bologna,Serie A,26,1996,12,704,59,20.6,7.8,8,78,4,4,20,0,1.58,11,8,3,0.38,0.35,7.2,11.5,-4.4,-0.56,-0.54,Matches
1774,Giorgos Kyriakopoulos,GRE,"FW,DF",Sassuolo,Serie A,26,1996,12,766,64,22.4,8.5,9,74,1,3,33,8,1.08,10,12,-2,-0.23,0.17,11.4,9.7,1.7,0.2,0.19,Matches
1775,César de la Hoz,ESP,MF,Almería,La Liga,30,1992,25,1673,67,48.9,18.6,18,84,12,7,23,8,1.48,25,30,-5,-0.27,0.3,24.5,27.3,-2.7,-0.15,0.59,Matches
1776,Luca de la Torre,USA,MF,Celta Vigo,La Liga,24,1998,28,1481,53,43.3,16.5,16,72,2,12,27,6,1.32,22,17,5,0.3,1.0,18.2,19.4,-1.2,-0.07,0.0,Matches
1777,Achraf Laaziri,MAR,DF,Lyon,Ligue 1,18,2003,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1778,Rémy Labeau Lascary,GLP,"FW,MF",Lens,Ligue 1,19,2003,10,123,12,3.6,1.4,0,0,0,10,12,11,1.6,2,0,2,1.46,0.45,2.6,2.8,-0.3,-0.2,-0.85,Matches
1779,Gaëtan Laborde,FRA,FW,Nice,Ligue 1,28,1994,33,2506,76,73.3,27.8,28,85,19,5,28,0,1.61,38,26,12,0.43,0.53,41.2,33.0,8.2,0.29,-0.14,Matches
1780,Gaëtan Laborde,FRA,FW,Rennes,Ligue 1,28,1994,4,249,62,7.3,2.8,3,73,0,1,30,0,1.0,4,5,-1,-0.36,-1.24,5.3,4.0,1.3,0.47,0.02,Matches
1781,Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,31,1991,35,2929,84,85.6,32.5,34,86,26,1,19,0,1.66,58,40,18,0.55,0.55,54.8,42.5,12.3,0.38,0.89,Matches
1782,Qazim Laçi,ALB,MF,Ajaccio,Ligue 1,26,1996,9,212,24,6.2,2.4,2,80,1,7,8,3,0.56,1,4,-3,-1.27,0.07,2.6,3.9,-1.2,-0.53,-0.07,Matches
1783,Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,22,2000,24,1627,68,53.2,18.1,18,83,13,6,23,6,1.38,31,26,5,0.28,0.03,28.5,26.5,2.0,0.11,0.23,Matches
1784,Alban Lafont,FRA,GK,Nantes,Ligue 1,23,1999,37,3329,90,97.3,37.0,37,90,36,0,0,0,0.95,36,54,-18,-0.49,-0.49,41.0,51.7,-10.7,-0.29,-1.34,Matches
1785,Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,25,1996,14,871,62,28.5,9.7,11,71,1,3,29,2,1.64,9,9,0,0.0,-0.53,10.5,13.3,-2.8,-0.29,-0.21,Matches
1786,Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,25,1997,21,1468,70,48.0,16.3,17,82,7,4,17,1,1.95,25,20,5,0.31,-0.71,26.8,18.8,8.0,0.49,-0.5,Matches
1787,Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,29,1992,17,817,48,26.7,9.1,9,83,2,8,9,12,1.47,12,20,-8,-0.88,-1.08,15.9,16.4,-0.4,-0.05,-0.01,Matches
1788,Kenny Lala,FRA,DF,Brest,Ligue 1,30,1991,17,1417,83,41.4,15.7,16,87,13,1,21,1,1.53,21,14,7,0.44,1.21,18.5,22.4,-4.0,-0.25,0.14,Matches
1789,Adam Lallana,ENG,"MF,FW",Brighton,Premier League,34,1988,16,722,45,21.1,8.0,12,55,0,4,15,0,1.56,16,10,6,0.75,0.31,12.0,10.7,1.3,0.16,-0.56,Matches
1790,Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,32,1990,15,627,42,20.5,7.0,7,84,6,8,5,14,1.13,4,14,-10,-1.44,-0.62,6.8,12.5,-5.7,-0.82,-0.08,Matches
1791,Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,30,1992,32,1844,58,53.9,20.5,20,77,9,12,25,2,1.22,22,29,-7,-0.34,-0.34,23.1,32.1,-9.0,-0.44,-0.5,Matches
1792,Mohamed Lamine Bayo,GUI,"FW,MF",Lille,Ligue 1,24,1998,27,651,24,19.0,7.2,6,72,1,21,10,8,1.78,15,8,7,0.97,0.51,14.1,8.5,5.6,0.77,0.04,Matches
1793,Sam Lammers,NED,FW,Sampdoria,Serie A,25,1997,19,1100,58,32.2,12.2,13,75,3,6,20,0,0.47,6,21,-15,-1.23,0.01,11.1,23.4,-12.3,-1.01,-0.24,Matches
1794,Sam Lammers,NED,FW,Empoli,Serie A,25,1997,14,883,63,25.8,9.8,10,73,4,4,38,1,1.21,8,14,-6,-0.61,-0.4,9.1,14.8,-5.8,-0.59,-0.1,Matches
1795,Tariq Lamptey,GHA,DF,Brighton,Premier League,21,2000,20,453,23,13.2,5.0,3,60,1,17,16,3,1.6,6,7,-1,-0.2,-0.81,7.5,6.5,1.0,0.2,-0.47,Matches
1796,Hugo Lamy,FRA,DF,Paris S-G,Ligue 1,18,2004,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1797,Michael Langer,AUT,GK,Schalke 04,Bundesliga,37,1985,0,0,0,0.0,0.0,0,0,0,0,0,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1798,Manuel Lanzini,ARG,"MF,FW",West Ham,Premier League,29,1993,10,252,25,7.4,2.8,2,73,1,8,13,28,0.7,2,5,-3,-1.07,-0.79,3.0,5.8,-2.7,-0.98,-0.95,Matches
1799,Aymeric Laporte,ESP,DF,Manchester City,Premier League,28,1994,12,993,83,29.0,11.0,11,89,10,1,16,15,2.33,21,10,11,1.0,-0.86,20.5,12.4,8.1,0.73,-0.69,Matches
1800,Julien Laporte,FRA,DF,Lorient,Ligue 1,28,1993,20,1654,83,48.4,18.4,19,86,17,1,24,2,1.7,29,26,3,0.16,0.37,23.3,27.4,-4.1,-0.22,0.27,Matches
1801,Cyle Larin,CAN,FW,Valladolid,La Liga,27,1995,19,1469,77,43.0,16.3,16,87,13,3,26,1,1.21,20,26,-6,-0.37,0.74,19.4,27.4,-8.0,-0.49,0.36,Matches
1802,Juan Larios,ESP,DF,Southampton,Premier League,18,2004,5,152,30,4.4,1.7,2,46,0,3,20,4,0.6,1,2,-1,-0.59,0.4,1.4,2.5,-1.1,-0.66,-0.05,Matches
1803,Yasser Larouci,FRA,"DF,MF",Troyes,Ligue 1,21,2001,30,1797,60,52.5,20.0,21,76,9,9,21,6,0.6,21,45,-24,-1.2,-0.54,21.7,42.5,-20.7,-1.04,-0.03,Matches
1804,Jordan Larsson,SWE,"FW,MF",Schalke 04,Bundesliga,25,1997,11,463,42,15.1,5.1,5,60,0,6,27,4,0.55,4,12,-8,-1.56,-0.58,5.1,8.8,-3.7,-0.71,-0.23,Matches
1805,Kevin Lasagna,ITA,"FW,MF",Hellas Verona,Serie A,29,1992,26,1572,60,46.0,17.5,17,76,7,9,31,0,0.81,13,26,-13,-0.74,-0.01,16.6,21.9,-5.3,-0.31,0.12,Matches
