Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCAPL,SCAPD,SCATO,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPL,GCAPD,GCATO,GCASh,GCAFld,GCADef
2446,Thiago Silva,BRA,DF,Chelsea,Premier League,37,1984,26.1,18,0.689655172,16,1,0,1,0,0,2,0.076628352,2,0,0,0,0,0
2447,Marco Silvestri,ITA,GK,Udinese,Serie A,31,1991,38,8,0.210526316,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2448,Abdallah Sima,SEN,FW,Angers,Ligue 1,21,2001,20.4,34,1.666666667,24,0,1,4,5,0,7,0.343137255,2,0,1,1,3,0
2449,Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,22,2000,16.2,28,1.728395062,21,0,3,2,2,0,1,0.061728395,0,0,0,1,0,0
2450,Giovanni Simeone,ARG,FW,Napoli,Serie A,27,1995,4.5,11,2.444444444,10,0,0,1,0,0,3,0.666666667,3,0,0,0,0,0
2451,Ellis Simms,ENG,FW,Everton,Premier League,21,2001,2.5,6,2.4,4,0,1,1,0,0,2,0.8,1,0,1,0,0,0
2452,Simo,ESP,DF,Espanyol,La Liga,17,2005,1.6,1,0.625,1,0,0,0,0,0,1,0.625,1,0,0,0,0,0
2453,Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,27,1995,26.1,85,3.256704981,58,10,7,7,3,0,4,0.153256705,4,0,0,0,0,0
2454,Unai Simón,ESP,GK,Athletic Club,La Liga,25,1997,30.5,2,0.06557377,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,Lassine Sinayoko,MLI,"MF,FW",Auxerre,Ligue 1,22,1999,17.4,61,3.505747126,42,0,4,9,5,1,7,0.402298851,3,0,0,2,2,0
2456,Wilfried Singo,CIV,DF,Torino,Serie A,21,2000,22.7,45,1.982378855,29,0,7,7,2,0,4,0.176211454,2,0,1,1,0,0
2457,Luis Sinisterra,COL,FW,Leeds United,Premier League,23,1999,9.6,33,3.4375,26,0,2,2,2,1,2,0.208333333,0,0,1,0,0,1
2458,Daley Sinkgraven,NED,"DF,MF",Leverkusen,Bundesliga,27,1995,3.8,9,2.368421053,7,0,1,1,0,0,3,0.789473684,2,0,0,1,0,0
2459,Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,34,1988,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,Hugo Siquet,BEL,DF,Freiburg,Bundesliga,20,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,Salvatore Sirigu,ITA,GK,Fiorentina,Serie A,35,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,24,1997,14.6,32,2.191780822,25,0,0,2,4,1,2,0.136986301,2,0,0,0,0,0
2463,Moussa Sissoko,FRA,MF,Nantes,Ligue 1,32,1989,21.3,35,1.643192488,32,0,0,3,0,0,1,0.046948357,1,0,0,0,0,0
2464,Tim Skarke,GER,"DF,MF","Union Berlin,Schalke 04",Bundesliga,25,1996,5.5,20,3.636363636,13,4,0,1,1,1,1,0.181818182,1,0,0,0,0,0
2466,Ellyes Skhiri,TUN,MF,Köln,Bundesliga,27,1995,31.7,56,1.766561514,48,0,1,5,0,2,5,0.157728707,5,0,0,0,0,0
2467,Oliver Skipp,ENG,MF,Tottenham,Premier League,21,2000,16.6,27,1.626506024,24,0,0,0,2,1,1,0.060240964,0,0,0,0,1,0
2468,Leo Skiri Østigård,NOR,DF,Napoli,Serie A,22,1999,4.7,2,0.425531915,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,Łukasz Skorupski,POL,GK,Bologna,Serie A,31,1991,37,4,0.108108108,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2470,Robert Skov,DEN,DF,Hoffenheim,Bundesliga,26,1996,15,46,3.066666667,28,8,2,5,3,0,3,0.2,2,0,0,1,0,0
2471,Milan Škriniar,SVK,DF,Inter,Serie A,27,1995,19.7,11,0.558375635,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,Naatan Skyttä,FIN,MF,Toulouse,Ligue 1,20,2002,0.3,3,10,3,0,0,0,0,0,1,3.333333333,1,0,0,0,0,0
2473,Islam Slimani,ALG,FW,Brest,Ligue 1,34,1988,11,23,2.090909091,22,0,0,1,0,0,3,0.272727273,3,0,0,0,0,0
2474,Chris Smalling,ENG,DF,Roma,Serie A,32,1989,31.2,16,0.512820513,14,1,0,1,0,0,1,0.032051282,1,0,0,0,0,0
2475,Adam Smith,ENG,DF,Bournemouth,Premier League,31,1991,32.7,29,0.886850153,25,1,0,2,0,1,2,0.06116208,2,0,0,0,0,0
2476,Emile Smith Rowe,ENG,"MF,FW",Arsenal,Premier League,22,2000,1.9,9,4.736842105,6,1,0,2,0,0,1,0.526315789,1,0,0,0,0,0
2477,Hrvoje Smolčić,CRO,DF,Eint Frankfurt,Bundesliga,21,2000,5.2,1,0.192307692,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,Cédric Soares,POR,DF,"Arsenal,Fulham",Premier League,30,1991,2.5,5,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2480,Danilo Soares,BRA,DF,Bochum,Bundesliga,30,1991,19.6,34,1.734693878,30,1,0,0,2,1,2,0.102040816,2,0,0,0,0,0
2481,Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,27,1995,9.7,20,2.06185567,13,0,2,0,3,2,2,0.206185567,1,0,0,0,0,1
2482,Rubén Sobrino,ESP,"MF,FW",Cádiz,La Liga,30,1992,27.4,53,1.934306569,39,0,1,4,6,3,5,0.182481752,5,0,0,0,0,0
2483,Alex Sola,ESP,DF,Real Sociedad,La Liga,23,1999,3.9,6,1.538461538,3,2,0,0,1,0,2,0.512820513,1,0,0,0,1,0
2484,Dominic Solanke,ENG,"FW,MF",Bournemouth,Premier League,24,1997,31.8,61,1.918238994,36,1,11,10,2,1,13,0.408805031,10,1,0,2,0,0
2485,Augusto Solari,ARG,MF,Celta Vigo,La Liga,30,1992,2.9,6,2.068965517,6,0,0,0,0,0,2,0.689655172,2,0,0,0,0,0
2486,Ola Solbakken,NOR,"MF,FW",Roma,Serie A,23,1998,5.6,16,2.857142857,10,3,2,0,1,0,2,0.357142857,2,0,0,0,0,0
2487,Nikola Soldo,CRO,DF,Köln,Bundesliga,21,2001,6.6,4,0.606060606,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2488,Carlos Soler,ESP,MF,"Valencia,Paris S-G","La Liga,Ligue 1",25,1997,15.9,40,2.51572327,31,3,0,2,4,0,8,0.503144654,7,0,0,0,1,0
2490,François-Joseph Sollacaro,FRA,GK,Ajaccio,Ligue 1,28,1994,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,Manor Solomon,ISR,FW,Fulham,Premier League,23,1999,6.4,11,1.71875,11,0,0,0,0,0,2,0.3125,2,0,0,0,0,0
2492,Yann Sommer,SUI,GK,"Bayern Munich,M'Gladbach",Bundesliga,33,1988,29,3,0.103448276,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,Brandon Soppy,FRA,DF,"Udinese,Atalanta",Serie A,20,2002,8.1,26,3.209876543,19,1,1,1,3,0,6,0.740740741,5,0,0,0,1,0
2496,David Soria,ESP,GK,Getafe,La Liga,29,1993,38,7,0.184210526,6,1,0,0,0,0,0,0,0,0,0,0,0,0
2497,Roberto Soriano,ITA,"FW,MF",Bologna,Serie A,31,1991,14.7,45,3.06122449,35,1,1,2,4,2,3,0.204081633,2,0,0,1,0,0
2498,Borna Sosa,CRO,DF,Stuttgart,Bundesliga,24,1998,21.7,109,5.023041475,70,36,1,1,1,0,10,0.460829493,9,1,0,0,0,0
2499,Joaquin Sosa,URU,DF,Bologna,Serie A,20,2002,7.6,3,0.394736842,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,18,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,Florian Sotoca,FRA,"MF,FW",Lens,Ligue 1,31,1990,33.9,135,3.982300885,110,0,3,13,6,3,21,0.619469027,19,0,0,1,1,0
2502,Riccardo Sottil,ITA,FW,Fiorentina,Serie A,23,1999,9.3,40,4.301075269,31,0,2,4,3,0,2,0.215053763,2,0,0,0,0,0
2503,Tomáš Souček,CZE,MF,West Ham,Premier League,27,1995,31.3,52,1.661341853,41,0,0,8,1,2,3,0.095846645,2,0,0,1,0,0
2504,Matìas Soulé,ARG,"MF,FW",Juventus,Serie A,19,2003,4.7,19,4.042553191,11,1,3,2,2,0,0,0,0,0,0,0,0,0
2505,Moussa Soumano,FRA,FW,Ajaccio,Ligue 1,17,2005,5.5,10,1.818181818,7,0,2,0,1,0,1,0.181818182,0,0,1,0,0,0
2506,Adama Soumaoro,FRA,DF,Bologna,Serie A,30,1992,20.7,7,0.338164251,7,0,0,0,0,0,1,0.048309179,1,0,0,0,0,0
2507,Boubakary Soumaré,FRA,MF,Leicester City,Premier League,23,1999,18.1,23,1.270718232,22,0,1,0,0,0,1,0.055248619,1,0,0,0,0,0
2508,Arnaud Souquet,FRA,"DF,FW",Montpellier,Ligue 1,30,1992,4,5,1.25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,Dyego Sousa,POR,FW,Almería,La Liga,32,1989,5.9,14,2.372881356,11,0,2,1,0,0,1,0.169491525,1,0,0,0,0,0
2510,Harry Souttar,AUS,DF,Leicester City,Premier League,23,1998,11,8,0.727272727,4,0,2,2,0,0,2,0.181818182,1,0,0,1,0,0
2511,Vinicius Souza,BRA,MF,Espanyol,La Liga,23,1999,27,33,1.222222222,25,0,2,2,2,2,3,0.111111111,3,0,0,0,0,0
2512,Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,25,1997,29.4,49,1.666666667,40,0,2,3,2,2,3,0.102040816,1,0,1,1,0,0
2513,Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,26,1996,5.9,2,0.338983051,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,Kevin Spadanuda,SUI,"MF,FW",Ajaccio,Ligue 1,25,1997,11.8,14,1.186440678,10,0,0,2,1,1,1,0.084745763,0,0,0,0,0,1
2515,Djed Spence,ENG,"FW,DF","Tottenham,Rennes","Premier League,Ligue 1",21,2000,6.5,11,1.692307692,7,0,4,0,0,0,0,0,0,0,0,0,0,0
2517,Stijn Spierings,NED,MF,Toulouse,Ligue 1,26,1996,34.7,60,1.729106628,48,0,2,3,3,4,6,0.172910663,4,0,1,0,1,0
2518,Leonardo Spinazzola,ITA,DF,Roma,Serie A,29,1993,18.4,46,2.5,36,2,4,1,3,0,7,0.380434783,6,0,1,0,0,0
2519,Marco Sportiello,ITA,GK,Atalanta,Serie A,30,1992,14.9,4,0.268456376,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2520,Jack Stacey,ENG,DF,Bournemouth,Premier League,26,1996,3.3,1,0.303030303,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,Anton Stach,GER,MF,Mainz 05,Bundesliga,23,1998,23,59,2.565217391,36,10,4,1,5,3,6,0.260869565,4,1,1,0,0,0
2522,Kostas Stafylidis,GRE,"DF,MF",Bochum,Bundesliga,28,1993,11.6,18,1.551724138,10,4,1,2,1,0,3,0.25862069,2,1,0,0,0,0
2523,Jens Stage,DEN,MF,Werder Bremen,Bundesliga,25,1996,20.6,31,1.504854369,29,0,0,0,1,1,6,0.291262136,6,0,0,0,0,0
2524,Veit Stange,GER,MF,Hertha BSC,Bundesliga,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,22,2000,6.4,12,1.875,11,0,0,0,0,1,1,0.15625,1,0,0,0,0,0
2526,Junior Stanislas,ENG,MF,Bournemouth,Premier League,32,1989,0.7,4,5.714285714,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,Jay Stansfield,ENG,FW,Fulham,Premier League,19,2002,1,4,4,1,0,0,2,1,0,1,1,0,0,0,1,0,0
2528,Niklas Stark,GER,DF,Werder Bremen,Bundesliga,27,1995,23.1,11,0.476190476,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,Jason Steele,ENG,GK,Brighton,Premier League,31,1990,15,6,0.4,6,0,0,0,0,0,2,0.133333333,2,0,0,0,0,0
2530,Calvin Stengs,NED,FW,Nice,Ligue 1,23,1998,2.4,9,3.75,8,0,1,0,0,0,1,0.416666667,1,0,0,0,0,0
2531,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,26,1996,3.7,13,3.513513514,5,8,0,0,0,0,1,0.27027027,1,0,0,0,0,0
2532,Jack Stephens,ENG,DF,"Southampton,Bournemouth",Premier League,28,1994,13.5,10,0.740740741,9,0,0,1,0,0,1,0.074074074,1,0,0,0,0,0
2534,Raheem Sterling,ENG,"FW,MF",Chelsea,Premier League,27,1994,21,68,3.238095238,53,0,7,3,4,1,4,0.19047619,3,0,1,0,0,0
2535,Angelo Stiller,GER,MF,Hoffenheim,Bundesliga,21,2001,7.8,16,2.051282051,14,1,0,0,1,0,3,0.384615385,3,0,0,0,0,0
2536,Lars Stindl,GER,"FW,MF",M'Gladbach,Bundesliga,33,1988,19.3,81,4.196891192,53,9,2,9,6,2,10,0.518134715,7,1,0,2,0,0
2537,Kevin Stöger,AUT,MF,Bochum,Bundesliga,28,1993,28.9,138,4.775086505,81,40,3,5,7,2,11,0.380622837,8,2,0,0,1,0
2538,Petar Stojanović,SVN,DF,Empoli,Serie A,26,1995,17,49,2.882352941,34,7,3,2,2,1,3,0.176470588,3,0,0,0,0,0
2539,John Stones,ENG,"DF,MF",Manchester City,Premier League,28,1994,20.5,16,0.780487805,12,1,0,3,0,0,5,0.243902439,4,0,0,1,0,0
2540,Jørgen Strand Larsen,NOR,FW,Celta Vigo,La Liga,22,2000,18.9,29,1.534391534,21,0,1,2,4,1,7,0.37037037,6,0,1,0,0,0
2541,Tony Strata,FRA,"MF,DF",Ajaccio,Ligue 1,17,2004,1.5,1,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,Gabriel Strefezza,0,"DF,FW",Lecce,Serie A,25,1997,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,Dávid Strelec,SVK,FW,Spezia,Serie A,21,2001,1.9,4,2.105263158,3,0,0,0,1,0,2,1.052631579,2,0,0,0,0,0
2544,Pascal Struijk,NED,DF,Leeds United,Premier League,22,1999,24.4,35,1.43442623,25,4,0,5,0,1,2,0.081967213,0,0,0,2,0,0
2545,Cristhian Stuani,URU,FW,Girona,La Liga,35,1986,12.1,18,1.487603306,9,0,0,6,2,1,1,0.082644628,0,0,0,0,1,0
2546,Damián Suárez,URU,"DF,MF",Getafe,La Liga,34,1988,21.6,47,2.175925926,29,16,1,0,1,0,2,0.092592593,1,1,0,0,0,0
2547,Denis Suárez,ESP,"MF,FW",Espanyol,La Liga,28,1994,10.5,34,3.238095238,22,9,2,0,1,0,1,0.095238095,1,0,0,0,0,0
2548,Mario Suárez,ESP,"MF,DF",Rayo Vallecano,La Liga,35,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,24,1997,14,28,2,26,1,0,0,0,1,1,0.071428571,1,0,0,0,0,0
2550,Isaac Success,NGA,FW,Udinese,Serie A,26,1996,20.2,81,4.00990099,57,0,6,3,14,1,10,0.495049505,7,0,1,0,2,0
2551,Niklas Süle,GER,DF,Dortmund,Bundesliga,26,1995,23.5,41,1.744680851,32,0,3,6,0,0,6,0.255319149,3,0,1,2,0,0
2552,Ibrahim Sulemana,GHA,MF,Hellas Verona,Serie A,19,2003,7.2,13,1.805555556,11,0,1,0,0,1,0,0,0,0,0,0,0,0
2553,Kamaldeen Sulemana,GHA,"FW,MF","Southampton,Rennes","Premier League,Ligue 1",20,2002,14.3,53,3.706293706,33,0,12,5,1,2,3,0.20979021,2,0,1,0,0,0
2555,Crysencio Summerville,NED,FW,Leeds United,Premier League,20,2001,15.8,49,3.101265823,29,1,3,4,10,2,5,0.316455696,3,0,0,0,1,1
2556,Ivan Šunjić,CRO,MF,Hertha BSC,Bundesliga,25,1996,11,17,1.545454545,14,0,0,2,1,0,2,0.181818182,2,0,0,0,0,0
2557,Sam Surridge,ENG,FW,Nott'ham Forest,Premier League,24,1998,3.6,4,1.111111111,3,0,0,1,0,0,1,0.277777778,1,0,0,0,0,0
2558,Suso,ESP,"MF,FW",Sevilla,La Liga,28,1993,11.8,64,5.423728814,51,6,3,2,1,1,7,0.593220339,4,1,2,0,0,0
2559,Yuito Suzuki,JPN,"FW,MF",Strasbourg,Ligue 1,20,2001,0.4,3,7.5,0,0,2,0,1,0,2,5,0,0,2,0,0,0
2560,Mattias Svanberg,SWE,"MF,FW",Wolfsburg,Bundesliga,23,1999,20.4,53,2.598039216,35,4,4,5,5,0,9,0.441176471,6,0,0,1,2,0
2561,Mile Svilar,SRB,GK,Roma,Serie A,22,1999,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,Williot Swedberg,SWE,MF,Celta Vigo,La Liga,18,2004,0.6,1,1.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,Issiaga Sylla,GUI,DF,"Montpellier,Toulouse",Ligue 1,28,1994,29.7,72,2.424242424,57,7,3,3,2,0,9,0.303030303,5,2,0,1,1,0
2565,Wojciech Szczęsny,POL,GK,Juventus,Serie A,32,1990,27.5,2,0.072727273,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,Dominik Szoboszlai,HUN,"MF,FW",RB Leipzig,Bundesliga,21,2000,27.2,150,5.514705882,94,31,8,5,10,2,17,0.625,11,3,0,1,2,0
2567,Alexander Sørloth,NOR,FW,"Real Sociedad,RB Leipzig","La Liga,Bundesliga",26,1995,26.6,59,2.218045113,42,0,8,6,2,1,5,0.187969925,4,0,1,0,0,0
2569,Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,29,1992,33.2,59,1.777108434,46,7,0,3,2,1,5,0.15060241,4,1,0,0,0,0
2570,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,26,1996,27.6,15,0.543478261,12,2,0,1,0,0,0,0,0,0,0,0,0,0
2571,Benjamin Tahirovic,BIH,MF,Roma,Serie A,19,2003,3.9,6,1.538461538,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2572,Waniss Taibi,FRA,MF,Angers,Ligue 1,20,2002,2.1,2,0.952380952,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,Flavien Tait,FRA,MF,Rennes,Ligue 1,29,1993,18.7,59,3.155080214,45,0,6,3,1,4,7,0.374331551,5,0,2,0,0,0
2574,Montassar Talbi,TUN,DF,Lorient,Ligue 1,24,1998,38,11,0.289473684,9,1,0,1,0,0,2,0.052631579,2,0,0,0,0,0
2575,Thibault Tamas,FRA,DF,Montpellier,Ligue 1,21,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,Adrien Tameze,CMR,MF,Hellas Verona,Serie A,28,1994,33.7,53,1.572700297,44,2,1,1,4,1,3,0.089020772,3,0,0,0,0,0
2577,Japhet Tanganga,ENG,DF,Tottenham,Premier League,23,1999,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,Renato Tapia,PER,"MF,DF",Celta Vigo,La Liga,27,1995,16.1,24,1.49068323,18,1,2,1,0,2,0,0,0,0,0,0,0,0
2579,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,23,1999,31.9,31,0.971786834,28,1,1,0,1,0,5,0.156739812,4,0,0,0,1,0
2580,Florian Tardieu,FRA,MF,Troyes,Ligue 1,30,1992,11.2,45,4.017857143,35,9,0,1,0,0,4,0.357142857,3,1,0,0,0,0
2581,Matt Targett,ENG,DF,Newcastle Utd,Premier League,26,1995,6.8,17,2.5,12,5,0,0,0,0,0,0,0,0,0,0,0,0
2582,James Tarkowski,ENG,DF,Everton,Premier League,29,1992,38,23,0.605263158,17,0,0,5,0,1,2,0.052631579,1,0,0,1,0,0
2583,Ciprian Tătărușanu,ROU,GK,Milan,Serie A,36,1986,16,7,0.4375,5,2,0,0,0,0,2,0.125,2,0,0,0,0,0
2584,Niklas Tauer,GER,"DF,MF",Mainz 05,Bundesliga,21,2001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,Nuno Tavares,POR,"DF,MF",Marseille,Ligue 1,22,2000,26.1,66,2.528735632,47,1,7,9,2,0,5,0.191570881,0,0,2,3,0,0
2586,Marcus Tavernier,ENG,"MF,FW",Bournemouth,Premier League,23,1999,19.4,48,2.474226804,31,7,5,3,2,0,8,0.412371134,3,2,1,2,0,0
2587,Enzo Tchato,CMR,DF,Montpellier,Ligue 1,19,2002,12.2,21,1.721311475,18,0,1,0,1,1,2,0.163934426,2,0,0,0,0,0
2588,Aurélien Tchouaméni,FRA,MF,Real Madrid,La Liga,22,2000,23.5,63,2.680851064,53,1,2,3,3,1,12,0.510638298,11,0,0,0,1,0
2589,Mathys Tel,FRA,FW,Bayern Munich,Bundesliga,17,2005,4.6,16,3.47826087,12,0,1,3,0,0,2,0.434782609,1,0,1,0,0,0
2590,Semir Telalovic,GER,"MF,FW",M'Gladbach,Bundesliga,22,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,Alex Telles,BRA,DF,Sevilla,La Liga,29,1992,15.9,42,2.641509434,31,5,1,2,3,0,4,0.251572327,3,0,0,0,1,0
2592,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,30,1992,37.2,12,0.322580645,11,1,0,0,0,0,1,0.02688172,1,0,0,0,0,0
2593,Simon Terodde,GER,FW,Schalke 04,Bundesliga,34,1988,20.3,57,2.807881773,41,1,1,8,6,0,5,0.246305419,2,0,0,1,2,0
2594,Filippo Terracciano,ITA,"DF,MF",Hellas Verona,Serie A,19,2003,9.1,14,1.538461538,9,2,2,1,0,0,2,0.21978022,2,0,0,0,0,0
2595,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,32,1990,29,4,0.137931034,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,Ramón Terrats,ESP,MF,"Villarreal,Girona",La Liga,21,2000,11.5,23,2,16,2,2,0,2,1,1,0.086956522,1,0,0,0,0,0
2598,Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,25,1997,14.7,56,3.80952381,43,0,3,8,1,1,9,0.612244898,6,0,1,1,1,0
2599,Aleksa Terzić,SRB,DF,Fiorentina,Serie A,22,1999,10.4,43,4.134615385,32,6,4,1,0,0,5,0.480769231,3,1,0,1,0,0
2600,Tetê,BRA,FW,"Leicester City,Lyon","Premier League,Ligue 1",22,2000,20.5,58,2.829268293,35,7,9,5,1,0,9,0.43902439,4,0,3,1,1,0
2602,Kenny Tete,NED,DF,Fulham,Premier League,26,1995,28.5,49,1.719298246,39,5,0,0,3,2,12,0.421052632,11,1,0,0,0,0
2603,Florian Thauvin,FRA,"FW,MF",Udinese,Serie A,29,1993,6.1,24,3.93442623,13,6,2,1,2,0,1,0.163934426,1,0,0,0,0,0
2604,Arthur Theate,BEL,DF,Rennes,Ligue 1,22,2000,34.7,23,0.662824207,22,0,0,0,0,1,2,0.057636888,2,0,0,0,0,0
2605,Malick Thiaw,GER,DF,"Milan,Schalke 04","Serie A,Bundesliga",20,2001,18.1,16,0.883977901,14,0,1,1,0,0,0,0,0,0,0,0,0,0
2607,Jan Thielmann,GER,FW,Köln,Bundesliga,20,2002,9.7,29,2.989690722,20,0,4,1,4,0,6,0.618556701,3,0,1,0,2,0
2608,Sada Thioub,SEN,"DF,FW",Angers,Ligue 1,27,1995,11.8,37,3.13559322,27,4,4,1,0,1,4,0.338983051,4,0,0,0,0,0
2609,Luke Thomas,ENG,DF,Leicester City,Premier League,21,2001,11.9,16,1.344537815,11,2,0,1,0,2,2,0.168067227,1,0,0,1,0,0
2610,Adrien Thomasson,FRA,MF,"Strasbourg,Lens",Ligue 1,28,1993,24.6,80,3.25203252,69,1,2,2,1,1,12,0.487804878,10,0,0,1,1,0
2612,Morten Thorsby,NOR,MF,Union Berlin,Bundesliga,26,1996,9.3,10,1.075268817,7,0,0,1,1,1,4,0.430107527,1,0,0,1,1,1
2613,Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,23,1999,12.6,28,2.222222222,21,0,2,3,1,1,1,0.079365079,1,0,0,0,0,0
2614,Khéphren Thuram,FRA,MF,Nice,Ligue 1,21,2001,28.3,84,2.96819788,57,1,14,6,3,3,7,0.247349823,5,0,1,1,0,0
2615,Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,24,1997,27.9,66,2.365591398,39,0,11,7,6,3,12,0.430107527,7,0,2,2,1,0
2616,Alexis Tibidi,FRA,"FW,MF",Troyes,Ligue 1,18,2003,0.8,3,3.75,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2617,Youri Tielemans,BEL,MF,Leicester City,Premier League,25,1997,26,78,3,64,4,1,7,1,1,4,0.153846154,2,1,0,1,0,0
2618,Kieran Tierney,SCO,DF,Arsenal,Premier League,25,1997,8.8,12,1.363636364,10,0,1,1,0,0,4,0.454545455,4,0,0,0,0,0
2619,Steffen Tigges,GER,FW,Köln,Bundesliga,24,1998,17.7,34,1.920903955,25,0,1,6,2,0,3,0.169491525,2,0,0,1,0,0
2620,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,22,1999,31.9,22,0.689655172,17,0,1,4,0,0,1,0.031347962,1,0,0,0,0,0
2621,Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,26,1995,10.4,19,1.826923077,14,3,1,0,0,1,0,0,0,0,0,0,0,0
2622,Umut Tohumcu,GER,"MF,DF",Hoffenheim,Bundesliga,17,2004,3,6,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0
2623,Karl Toko Ekambi,CMR,"FW,MF","Rennes,Lyon",Ligue 1,29,1992,25.8,72,2.790697674,57,0,6,5,3,1,8,0.310077519,5,0,1,1,0,1
2625,Corentin Tolisso,FRA,MF,Lyon,Ligue 1,27,1994,22.6,83,3.672566372,67,4,0,7,4,1,8,0.353982301,6,0,0,2,0,0
2626,Jeremy Toljan,GER,DF,Sassuolo,Serie A,27,1994,29.7,42,1.414141414,41,1,0,0,0,0,3,0.101010101,3,0,0,0,0,0
2627,Rafael Tolói,ITA,DF,Atalanta,Serie A,31,1990,30.9,47,1.521035599,39,0,3,4,0,1,8,0.258899676,7,0,0,1,0,0
2628,Raúl de Tomás,ESP,FW,Rayo Vallecano,La Liga,27,1994,8.9,20,2.247191011,12,0,3,2,2,1,0,0,0,0,0,0,0,0
2629,Tiago Tomás,POR,"FW,MF",Stuttgart,Bundesliga,20,2002,14.3,37,2.587412587,23,4,1,2,7,0,6,0.41958042,4,0,1,0,1,0
2630,Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,23,1998,7.4,10,1.351351351,8,2,0,0,0,0,2,0.27027027,2,0,0,0,0,0
2631,James Tomkins,ENG,DF,Crystal Palace,Premier League,33,1989,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,Fikayo Tomori,ENG,DF,Milan,Serie A,24,1997,30.7,23,0.749185668,19,2,0,0,1,1,2,0.06514658,2,0,0,0,0,0
2633,Sandro Tonali,ITA,MF,Milan,Serie A,22,2000,30.1,101,3.355481728,62,26,2,6,2,3,13,0.431893688,9,1,1,1,0,1
2634,Lorenzo Tonelli,ITA,DF,Empoli,Serie A,32,1990,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
